Linux 6.11.3-arch1-1 (Legion-Arch-Linux) 	10/19/2024 	_x86_64_	(16 CPU)

06:42:25 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
06:48:11 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     6  blur
06:48:12 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:48:13 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:48:14 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:48:15 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     7  blur
06:48:16 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:48:17 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     3  blur
06:48:18 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:48:19 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:48:20 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     2  blur
06:48:21 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:48:22 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:48:23 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     7  blur
06:48:24 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:48:25 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     3  blur
06:48:26 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:48:27 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:48:28 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:48:29 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:48:30 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:48:31 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:48:32 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:48:33 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:48:34 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:48:35 PM  1000     37152  100.00    1.00    0.00    0.00  101.00     7  blur
06:48:36 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:48:37 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     7  blur
06:48:38 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     7  blur
06:48:39 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     7  blur
06:48:40 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:48:41 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:48:42 PM  1000     37152   99.00    0.00    0.00    1.00   99.00     7  blur
06:48:43 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:48:44 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:48:45 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:48:46 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:48:47 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:48:48 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:48:49 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:48:50 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:48:51 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:48:52 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:48:53 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:48:54 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:48:55 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:48:56 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:48:57 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:48:58 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:48:59 PM  1000     37152   99.00    0.00    0.00    1.00   99.00     7  blur
06:49:00 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:49:01 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:49:02 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:49:03 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:49:04 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:49:05 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:49:06 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:49:07 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:49:08 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:49:09 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:49:10 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:49:11 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:49:12 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:49:13 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:49:14 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:49:15 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:49:16 PM  1000     37152   99.00    0.00    0.00    1.00   99.00     7  blur
06:49:17 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:49:18 PM  1000     37152   99.00    1.00    0.00    1.00  100.00     6  blur
06:49:19 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:49:20 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     7  blur
06:49:21 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:49:22 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:49:23 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:49:24 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:49:25 PM  1000     37152   99.01    0.00    0.00    0.00   99.01     3  blur
06:49:26 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:49:27 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:49:28 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:49:29 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:49:30 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:49:31 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:49:32 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:49:33 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:49:34 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:49:35 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:49:36 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:49:37 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:49:38 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:49:39 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:49:40 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:49:41 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:49:42 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:49:43 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:49:44 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:49:45 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:49:46 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:49:47 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:49:48 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:49:49 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:49:50 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:49:51 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:49:52 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:49:53 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:49:54 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:49:55 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:49:56 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:49:57 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:49:58 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:49:59 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:50:00 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:50:01 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     2  blur
06:50:02 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:50:03 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:50:04 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     2  blur
06:50:05 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:50:06 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:50:07 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:50:08 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     3  blur
06:50:09 PM  1000     37152   99.00    0.00    0.00    0.00   99.00     7  blur
06:50:10 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:50:11 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:50:12 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:50:13 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     7  blur
06:50:14 PM  1000     37152  100.00    0.00    0.00    1.00  100.00     7  blur
06:50:15 PM  1000     37152  100.00    0.00    0.00    0.00  100.00     6  blur
06:50:16 PM  1000     37152   61.00    6.00    0.00    0.00   67.00     8  blur
